"1789-Washington" "1793-Washington" "1797-Adams" "1801-Jefferson" "1805-Jefferson" "1809-Madison" "1813-Madison" "1817-Monroe" "1821-Monroe" "1825-Adams" "1829-Jackson" "1833-Jackson" "1837-VanBuren" "1841-Harrison" "1845-Polk" "1849-Taylor" "1853-Pierce" "1857-Buchanan" "1861-Lincoln" "1865-Lincoln" "1869-Grant" "1873-Grant" "1877-Hayes" "1881-Garfield" "1885-Cleveland" "1889-Harrison" "1893-Cleveland" "1897-McKinley" "1901-McKinley" "1905-Roosevelt" "1909-Taft" "1913-Wilson" "1917-Wilson" "1921-Harding" "1925-Coolidge" "1929-Hoover" "1933-Roosevelt" "1937-Roosevelt" "1941-Roosevelt" "1945-Roosevelt" "1949-Truman" "1953-Eisenhower" "1957-Eisenhower" "1961-Kennedy" "1965-Johnson" "1969-Nixon" "1973-Nixon" "1977-Carter" "1981-Reagan" "1985-Reagan" "1989-Bush" "1993-Clinton" "1997-Clinton" "2001-Bush" "2005-Bush" "2009-Obama" "2013-Obama" "2017-Trump" "2021-Biden" "2025-Trump"
"extent" 0 0 0 0 1 0 0 3 7 2 1 1 1 3 0 1 0 0 2 0 0 0 0 0 0 1 2 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"mani" 1 0 1 1 0 1 0 4 6 1 0 1 2 8 6 1 2 3 3 0 1 1 1 2 0 5 0 1 1 0 3 3 2 0 5 8 2 3 2 1 1 0 0 1 0 1 0 0 3 2 1 1 0 5 1 3 1 5 3 7
"commenc" 1 0 0 0 0 0 1 3 6 2 0 0 0 2 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"effect" 1 0 2 1 2 0 1 4 6 4 0 0 1 15 1 0 1 0 3 1 2 3 0 1 0 2 1 4 0 0 8 1 0 0 5 6 1 2 0 0 2 2 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1
"continu" 1 0 2 0 0 1 0 1 6 1 2 4 1 10 4 2 2 1 5 2 0 1 1 3 0 3 0 3 2 0 4 0 0 1 11 4 0 3 1 0 4 1 0 0 0 1 3 2 2 3 3 1 0 2 0 1 1 0 0 1
"common" 0 0 2 2 0 0 2 2 0 6 0 0 3 4 4 1 3 2 0 0 2 1 2 1 1 0 0 1 0 0 0 1 2 5 5 2 3 2 1 0 2 6 2 1 1 0 0 1 0 1 0 0 3 5 1 6 3 0 3 2
"generat" 0 0 0 1 1 0 0 0 0 6 0 0 2 0 1 0 0 1 0 0 0 0 1 3 0 0 0 0 0 1 1 1 0 0 3 0 1 1 1 0 0 1 1 4 5 2 3 0 0 1 4 4 1 3 4 9 7 0 1 1
"bless" 2 0 2 1 1 1 0 5 0 5 0 1 3 2 6 1 3 4 0 0 0 0 3 6 2 0 0 1 1 1 0 0 0 1 0 1 1 2 0 1 0 0 2 1 0 1 0 0 2 4 3 1 3 3 1 2 2 2 1 1
"polici" 2 0 0 0 0 1 1 3 3 5 1 3 2 2 9 2 2 2 1 0 2 0 2 1 5 8 1 9 3 0 14 1 0 4 7 3 3 0 0 0 1 1 0 0 0 0 7 1 0 0 0 0 0 0 2 0 0 0 0 3
"promot" 1 0 2 0 0 1 0 4 2 5 2 3 0 0 1 1 0 4 0 0 0 2 2 2 4 8 0 2 1 0 3 0 0 8 3 4 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"defens" 0 0 2 0 0 0 0 2 6 5 1 0 0 2 0 0 1 3 0 0 0 0 0 0 0 5 1 0 0 0 5 0 0 5 2 1 0 0 1 0 3 3 1 0 0 0 0 0 0 2 0 0 1 1 0 2 1 0 0 2
"feder" 0 0 0 1 1 0 0 0 0 5 3 2 4 3 11 0 3 1 3 0 0 1 0 0 4 0 3 0 0 0 10 0 0 0 0 9 1 1 0 0 0 0 0 0 0 0 0 0 4 5 1 0 0 0 0 0 0 0 0 3
"sentiment" 2 0 1 0 1 1 1 2 0 4 1 0 4 0 1 0 2 0 3 0 1 0 4 0 0 0 2 2 0 0 1 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0
"futur" 2 0 1 1 2 1 0 1 3 4 0 0 2 2 1 0 7 1 0 1 1 3 0 2 1 2 0 2 2 2 3 0 1 2 1 1 1 1 3 0 2 4 1 0 1 1 3 2 3 2 3 1 3 1 2 3 4 1 3 2
"servic" 1 0 3 2 1 2 1 2 0 3 3 0 1 2 0 1 2 1 5 0 0 3 5 5 2 5 6 2 0 0 0 1 1 6 2 7 0 1 1 1 0 2 1 1 0 0 0 0 0 0 0 4 0 3 1 3 1 0 2 3
"task" 1 0 0 1 0 0 0 0 0 0 2 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 2 0 2 3 0 3 3 8 0 1 4 1 3 0 1 1 0 0 0 3 0 1 0 1 0 1 1 1 3 2 2 0 1 0
"independ" 1 0 3 0 2 1 1 3 3 2 2 1 1 6 7 0 1 4 1 0 0 0 0 2 1 3 2 0 2 0 0 0 1 2 11 3 0 0 1 0 0 0 1 0 0 0 0 0 2 2 0 1 0 1 3 0 1 0 0 1
"system" 2 0 3 0 0 1 0 2 5 1 2 1 4 8 11 0 2 1 0 0 0 0 2 2 1 1 1 5 0 0 2 4 0 3 4 11 1 1 0 0 0 0 0 0 0 0 4 1 3 4 1 0 0 0 0 1 0 1 1 3
"consist" 1 0 2 0 0 0 0 2 0 1 2 0 0 0 3 0 2 0 1 0 0 0 0 0 1 2 1 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0
"select" 1 0 1 1 2 0 0 0 0 0 2 0 0 1 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"view" 2 0 0 1 2 1 1 2 3 2 2 1 3 1 3 1 6 2 5 0 1 2 2 1 1 2 0 5 0 0 4 1 1 1 0 1 0 0 0 0 0 2 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0
"exercis" 1 0 1 1 3 0 0 1 0 0 0 5 0 9 9 0 2 1 4 0 1 2 0 1 2 2 1 0 1 0 6 0 0 2 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0
"solemn" 0 1 2 0 0 2 1 0 1 2 1 3 3 2 1 0 0 1 1 0 0 0 0 0 2 3 1 1 0 0 0 2 1 2 0 1 0 1 0 1 0 0 2 1 0 0 1 0 1 0 0 0 0 1 1 0 1 0 0 0
"stand" 0 0 0 1 0 2 0 1 0 2 1 3 2 1 2 0 4 0 1 0 0 3 0 1 0 0 2 0 0 0 1 0 7 4 7 0 1 0 1 1 1 2 1 0 3 2 2 0 3 5 2 2 3 2 3 3 1 1 7 4
"rest" 0 0 0 0 0 0 0 0 0 0 0 3 1 3 0 0 4 2 0 0 0 1 4 1 0 1 1 1 5 0 0 0 1 1 1 2 0 1 1 0 0 1 2 1 4 0 1 0 1 1 0 0 0 0 0 0 1 0 1 0
"impress" 2 0 0 0 0 1 1 0 1 0 0 2 2 0 1 0 2 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"institut" 1 0 3 0 1 1 1 2 1 3 0 1 17 10 11 1 3 3 4 0 0 0 1 2 1 4 4 5 2 0 2 0 0 0 1 4 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 1
"experi" 2 0 3 2 3 0 0 4 4 2 1 1 9 3 2 1 6 2 1 0 0 1 0 4 0 1 0 4 1 2 1 0 0 4 5 1 1 1 2 0 2 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
"look" 0 0 0 2 1 2 0 3 0 2 1 0 9 3 1 2 3 0 0 1 1 2 1 0 0 4 0 0 0 0 4 6 0 0 1 0 0 0 1 0 1 0 1 0 3 1 0 0 2 4 2 0 1 0 1 1 0 2 4 1
"patriot" 1 0 1 1 1 0 1 1 3 2 1 1 8 11 3 3 3 0 3 0 0 0 1 1 4 8 4 4 2 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 2 1 2 1 2
"exist" 1 0 1 0 1 1 0 1 4 2 1 1 8 15 9 1 3 3 8 0 0 3 2 2 0 4 2 1 2 2 8 1 0 1 1 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0
"result" 1 0 1 1 2 1 0 2 2 3 1 1 6 7 0 0 1 2 0 1 0 0 2 0 2 2 3 1 3 0 3 0 0 0 8 0 0 0 0 1 1 1 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0
"actual" 1 0 0 0 0 0 0 0 0 0 0 0 6 3 0 0 1 2 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"countrymen" 0 0 0 0 0 0 0 0 0 3 0 1 6 6 2 1 3 2 1 0 0 1 2 1 2 0 5 2 2 0 0 0 1 1 2 4 0 0 0 1 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"charact" 2 0 1 1 2 0 1 1 1 1 1 1 4 19 3 1 1 2 0 0 0 0 1 0 0 2 2 1 0 1 1 1 0 0 0 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 4 4 1 1 0 0 0
"grant" 0 0 0 0 0 0 0 0 1 0 1 0 0 19 2 0 1 4 0 0 0 0 1 0 1 1 1 2 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0
"howev" 0 0 1 0 0 1 0 0 1 0 0 0 1 17 0 1 1 2 2 0 0 2 1 1 0 4 1 2 2 0 4 0 0 1 0 1 1 1 0 0 0 0 2 0 0 1 0 0 1 1 0 0 0 1 0 0 0 1 0 0
"legisl" 0 0 0 1 1 0 0 0 0 4 0 0 2 16 3 2 0 3 0 0 1 1 1 1 1 0 3 9 2 0 11 0 1 1 4 2 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"control" 0 0 0 0 1 0 0 0 0 0 0 1 3 14 1 1 2 0 2 0 0 2 1 1 1 1 1 3 1 0 8 2 1 0 2 0 0 2 0 0 3 0 1 3 2 0 0 0 0 1 0 0 0 0 1 1 0 2 0 0
"member" 0 0 0 0 0 0 1 1 0 1 1 0 1 14 4 0 1 1 1 0 0 1 5 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 1 0 0 3 1 0 1 0 1 0 1 0 0 2
"becom" 0 0 1 1 1 1 0 3 2 1 1 2 0 12 4 1 2 3 1 0 0 2 1 0 0 3 0 2 0 1 1 0 1 0 2 4 1 1 1 1 1 1 0 2 5 0 1 0 1 1 2 0 1 0 0 0 0 1 1 0
"instrument" 1 0 0 1 0 0 1 2 2 1 1 0 1 11 3 1 0 1 2 0 0 0 1 1 0 1 1 0 0 0 2 3 0 0 3 7 2 3 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"influenc" 2 0 2 0 2 1 0 1 1 0 0 0 2 11 1 0 5 2 0 0 1 4 2 2 1 2 2 1 0 0 4 0 4 2 3 3 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 2 0 0 0 0 0
"extend" 0 0 0 0 2 0 0 5 3 4 0 0 3 0 12 1 1 3 2 2 0 0 1 2 0 0 0 1 0 0 1 0 0 0 2 4 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 2 0 1 2 1 0 0 0
"texa" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"territori" 0 0 0 0 1 0 0 2 5 1 0 0 2 1 9 0 3 12 3 1 0 4 0 2 2 7 0 1 0 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"section" 0 0 0 0 0 0 0 0 0 2 0 1 1 3 9 1 4 2 7 0 1 3 1 1 1 4 0 5 1 0 2 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"increas" 0 0 2 0 3 1 0 2 2 1 1 1 2 5 8 0 2 2 0 0 0 1 0 1 0 6 0 6 1 0 12 0 1 0 0 7 0 2 0 0 4 0 0 0 1 0 0 0 0 4 0 1 0 0 1 0 0 0 0 2
"home" 0 0 0 1 1 0 0 2 0 1 0 0 3 2 8 0 5 1 0 0 0 1 0 2 1 4 1 1 2 0 0 1 1 4 3 8 2 0 1 0 0 2 1 1 0 3 9 2 1 0 2 2 2 0 2 1 1 2 1 3
"exampl" 0 0 3 0 0 2 1 5 1 3 1 0 2 2 2 3 2 1 0 0 0 0 3 0 1 2 0 3 0 0 0 0 0 3 2 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 2 0
"suffici" 2 0 1 0 1 0 1 2 2 1 0 0 2 3 0 2 2 1 0 0 0 0 0 1 0 3 1 2 1 0 4 0 0 0 3 1 0 1 0 0 1 0 0 1 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0
"conflict" 1 0 0 1 0 0 0 1 4 2 1 0 3 0 1 2 1 0 1 2 0 0 1 1 1 0 0 0 0 0 2 0 0 1 1 0 0 0 0 0 0 1 2 0 0 0 2 0 1 0 0 0 0 0 0 2 0 0 0 0
"affect" 2 0 0 1 1 0 0 3 4 0 0 1 3 3 1 2 2 0 3 0 0 0 0 0 0 1 0 1 0 0 3 0 1 0 1 2 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1
"adopt" 1 0 3 0 1 0 1 1 2 1 0 1 1 8 5 2 0 0 0 0 1 1 1 2 1 3 0 0 0 0 5 0 0 0 3 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"american" 2 0 3 0 1 0 1 1 0 0 0 2 1 7 0 2 2 2 2 1 0 0 1 1 4 6 9 9 7 0 8 0 2 9 3 6 2 4 4 1 4 3 2 4 7 4 2 3 10 14 4 14 16 9 10 5 10 15 18 20
"regard" 1 0 2 0 1 0 1 1 3 1 2 0 4 4 4 0 7 3 1 1 2 0 8 0 2 1 2 0 1 3 3 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"expect" 1 0 2 1 1 0 0 1 1 1 0 0 3 5 1 1 6 0 0 1 0 0 2 0 1 9 1 2 0 1 3 0 0 1 5 0 1 0 0 0 0 0 0 1 0 1 3 0 0 0 0 1 0 1 0 0 0 0 0 1
"like" 0 0 1 0 1 1 1 0 6 0 0 0 0 7 1 1 6 0 0 0 1 1 0 0 0 1 0 3 0 1 11 1 0 6 0 1 1 0 3 0 0 1 1 0 3 0 0 0 0 0 6 1 2 0 1 2 2 3 4 8
"posit" 0 0 1 1 0 0 1 0 2 0 0 0 2 3 1 2 6 1 1 0 1 1 0 1 1 0 2 0 0 0 4 0 0 0 5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"wisdom" 0 0 0 2 2 0 0 0 1 0 1 1 0 1 2 1 6 3 1 0 0 0 1 2 0 1 0 3 0 0 2 1 1 1 1 0 1 0 0 1 0 2 1 0 1 1 0 2 0 0 0 0 1 0 1 0 0 1 0 0
"father" 0 0 0 0 2 0 0 0 1 0 0 0 1 1 1 1 6 3 0 0 0 0 0 3 1 1 1 1 2 1 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 1 3 0 0 1 1 4 1 0 1 0
"secur" 1 0 2 0 1 0 1 5 5 4 1 0 2 9 5 1 5 3 3 0 6 1 4 5 4 7 1 6 4 1 18 0 1 3 11 5 0 2 2 1 11 6 2 1 0 1 1 0 1 5 2 0 2 1 5 1 4 0 5 0
"republ" 0 0 0 1 0 2 1 0 1 1 0 2 5 8 2 2 5 2 0 0 0 2 0 4 3 1 0 2 4 4 1 0 0 11 3 2 0 4 2 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 2
"assur" 2 0 0 0 0 1 1 0 0 0 0 0 1 3 0 1 4 0 1 0 0 1 2 0 1 0 1 0 2 1 2 0 0 3 1 0 2 0 0 0 1 1 0 2 0 1 0 0 2 1 0 0 0 0 0 1 0 0 1 0
"question" 1 0 0 1 0 1 0 1 2 2 0 0 1 1 3 1 4 12 7 0 5 4 10 5 0 1 1 5 3 0 5 3 1 2 2 2 0 0 0 0 0 2 0 0 0 0 1 1 1 2 0 1 1 0 4 3 0 0 0 0
"whilst" 1 0 0 0 0 1 0 0 0 0 0 0 1 3 0 0 1 6 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"domest" 0 0 1 1 2 0 0 3 0 3 0 1 5 5 3 1 2 6 2 0 0 0 0 0 1 3 0 1 0 0 2 0 2 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 1 0
"practic" 0 0 0 1 0 0 2 2 3 2 0 1 2 0 7 2 2 5 4 0 1 0 3 3 1 4 0 4 1 1 3 1 1 3 5 2 3 4 0 0 1 2 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1
"evil" 0 0 0 0 0 0 0 0 1 1 0 0 1 2 1 0 1 5 2 0 0 0 1 2 0 4 1 0 1 0 1 3 0 1 0 2 1 2 1 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"except" 0 0 0 0 0 0 0 0 2 1 1 0 2 1 1 0 1 5 1 0 0 1 1 0 1 2 0 1 0 0 0 1 0 2 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 2
"slaveri" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 5 4 1 0 0 0 4 0 4 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1
"case" 0 0 1 1 0 1 0 2 2 0 0 0 2 7 0 0 0 1 15 0 0 0 1 0 0 4 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
"provis" 1 0 0 0 0 1 0 0 4 2 0 0 2 3 0 0 1 0 9 0 0 0 1 0 0 1 0 3 0 0 3 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"minor" 0 0 0 1 1 0 0 0 0 0 0 1 0 2 3 0 0 0 8 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
"amend" 0 0 0 0 1 0 0 0 0 0 0 0 0 3 0 0 0 0 7 0 1 0 1 1 1 1 0 1 0 0 11 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"slave" 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 7 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"either" 1 0 0 0 0 0 1 1 5 1 1 0 0 6 1 1 1 1 6 0 0 2 1 1 0 1 0 3 0 0 1 1 0 0 2 2 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
"possibl" 1 0 1 1 1 0 0 0 0 2 0 0 1 1 3 1 0 2 6 0 0 1 0 4 0 2 0 2 0 0 8 0 0 1 0 0 2 0 0 0 0 3 1 0 2 2 0 0 0 1 0 1 1 0 1 0 1 0 2 1
"perfect" 1 0 1 0 0 0 0 2 3 2 0 0 3 4 3 0 0 3 6 0 0 0 0 0 0 3 0 0 1 0 1 2 0 0 1 3 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0
"make" 0 0 1 2 0 0 0 3 3 0 2 1 3 10 4 2 1 1 6 1 0 2 2 8 2 6 1 4 5 0 16 2 2 10 9 2 2 5 1 1 3 7 1 1 0 10 8 0 4 3 8 3 5 4 5 2 9 6 3 4
"major" 0 0 1 2 0 0 0 0 0 0 0 0 1 5 4 0 0 2 6 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 2 2 0 0 1 0 4 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
"enforc" 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 2 0 6 0 2 0 0 2 2 4 2 4 0 0 7 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1
"god" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 6 1 0 0 3 1 2 2 2 2 0 1 2 2 6 1 2 2 0 1 2 3 5 1 3 3 6 3 1 5 8 3 2 1 3 3 4 5 4 4 4
"offens" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"neither" 0 0 0 0 0 0 0 0 0 0 0 0 2 2 1 0 0 3 1 3 0 0 1 1 0 3 0 1 0 2 1 0 2 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0
"woe" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"judg" 2 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 1 2 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 2 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0
"seem" 2 0 0 0 0 0 0 2 1 0 1 0 0 4 3 0 0 0 2 2 1 1 1 0 0 1 2 1 0 0 1 0 1 1 1 1 0 0 3 2 0 2 0 0 1 0 1 1 0 0 3 0 3 2 0 0 0 0 0 1
"give" 1 0 1 2 2 1 1 1 4 3 1 1 2 7 0 1 1 1 0 2 1 2 2 2 1 6 1 3 2 0 3 0 0 4 0 1 2 1 0 0 1 2 1 1 2 1 0 0 0 1 1 2 5 1 2 2 1 1 2 2
"address" 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 3 2 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 2 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"still" 1 0 1 1 1 0 2 1 4 2 0 0 3 4 0 0 1 2 4 2 0 0 3 2 2 0 1 2 2 1 1 0 2 1 1 2 3 0 3 1 0 1 1 1 1 0 0 3 0 2 1 4 1 1 2 2 6 0 2 2
"pray" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 2 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
"caus" 0 0 2 0 0 0 0 4 6 1 1 1 5 9 0 1 1 0 2 2 0 0 1 2 0 2 0 3 0 4 3 0 0 3 2 5 0 0 1 0 1 3 0 0 1 2 0 0 1 2 0 2 0 2 6 1 0 0 4 2
"even" 0 0 0 2 0 1 0 1 1 1 0 2 4 5 2 0 3 4 0 2 1 1 0 1 0 3 2 2 0 0 2 0 1 1 3 0 0 0 2 0 2 3 1 1 4 1 0 2 0 0 1 1 2 2 1 2 0 2 1 4
"seek" 0 0 0 1 0 0 0 0 1 0 1 0 2 1 3 1 1 2 2 2 0 1 1 1 2 3 2 1 1 1 0 4 0 8 5 2 3 2 0 0 0 3 12 2 5 3 2 1 1 3 1 0 0 1 1 5 0 2 1 0
"said" 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 2 0 0 1 2 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 1 1 1 0 1 1 1 1 0 0 1 0
"answer" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 1 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 1 0 3 1 1 2 0 0 1 1 0 0 2 1 0 2 0
"drawn" 0 0 0 0 2 0 0 1 0 0 0 0 1 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0
"rather" 0 0 0 0 0 0 0 0 2 0 1 0 0 2 0 0 1 0 2 2 0 2 1 0 0 2 0 2 0 1 0 0 1 1 1 0 0 0 0 0 0 1 1 0 1 0 0 1 1 0 0 0 0 0 0 3 1 1 0 0
"came" 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 2 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 3 0 0 0 0 0 2 1 0 0 1 1 0 1 1 0 5 1 0 1 1 1
"altogeth" 0 0 0 0 0 0 0 0 2 0 0 0 1 1 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ceas" 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 1 3 2 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ago" 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 1 0 2 1 0 0 1 0 1 0 0 4 0 2 2 1 0 0 0 0 3 1 0 1 0 1 1 0 2 1 2 0 4 2 0 2 0 0 1 1 0 3 4
"four" 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 2 2 1 2 0 0 0 0 0 1 2 0 0 0 2 0 0 0 0 4 0 0 2 0 1 0 0 0 5 0 0 2 0 0 1 0 1 0 0 1 0 1
"pay" 0 0 0 0 1 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 6 1 0 1 0 0 0 3 1 1 2 0 0 0 1 1 1 1 0 0 0 0 2 1 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 1
"debt" 0 0 0 1 2 2 0 1 2 2 1 0 1 0 5 1 0 1 0 0 5 0 0 1 0 2 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0
"dollar" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
