"1789-Washington" "1793-Washington" "1797-Adams" "1801-Jefferson" "1805-Jefferson" "1809-Madison" "1813-Madison" "1817-Monroe" "1821-Monroe" "1825-Adams" "1829-Jackson" "1833-Jackson" "1837-VanBuren" "1841-Harrison" "1845-Polk" "1849-Taylor" "1853-Pierce" "1857-Buchanan" "1861-Lincoln" "1865-Lincoln" "1869-Grant" "1873-Grant" "1877-Hayes" "1881-Garfield" "1885-Cleveland" "1889-Harrison" "1893-Cleveland" "1897-McKinley" "1901-McKinley" "1905-Roosevelt" "1909-Taft" "1913-Wilson" "1917-Wilson" "1921-Harding" "1925-Coolidge" "1929-Hoover" "1933-Roosevelt" "1937-Roosevelt" "1941-Roosevelt" "1945-Roosevelt" "1949-Truman" "1953-Eisenhower" "1957-Eisenhower" "1961-Kennedy" "1965-Johnson" "1969-Nixon" "1973-Nixon" "1977-Carter" "1981-Reagan" "1985-Reagan" "1989-Bush" "1993-Clinton" "1997-Clinton" "2001-Bush" "2005-Bush" "2009-Obama" "2013-Obama" "2017-Trump" "2021-Biden" "2025-Trump"
"judiciari" 0 0 0 0 0 0 0 0 0 1 0 0 0 5 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"scheme" 0 0 0 0 0 0 0 0 0 0 0 0 1 5 2 0 1 1 0 0 0 0 0 0 2 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"mr" 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 2 0 4 2 0 2 3 0 3 0 6 0 0 0 1 0 1 0 0 0
"veto" 0 0 0 0 0 0 0 0 0 0 0 0 0 5 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"texa" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"section" 0 0 0 0 0 0 0 0 0 2 0 1 1 3 9 1 4 2 7 0 1 3 1 1 1 4 0 5 1 0 2 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"compromis" 0 0 0 0 0 0 0 0 0 0 1 1 2 0 6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0
"discrimin" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 1 1 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"burden" 0 0 0 0 0 0 1 1 1 2 0 1 1 1 5 0 0 0 0 0 0 0 0 0 0 1 2 1 0 0 1 1 0 3 4 2 0 0 0 0 1 2 2 3 0 1 1 0 3 0 0 0 0 0 0 0 0 0 0 0
"levi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"entitl" 0 0 0 1 0 1 0 0 1 0 0 0 0 1 4 0 1 1 2 0 0 0 2 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"perpetu" 0 0 0 0 0 0 1 0 1 1 0 0 2 1 4 1 1 1 5 1 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"clear" 0 0 0 0 0 0 0 0 1 1 0 1 0 3 4 0 3 2 2 0 0 0 1 0 1 3 1 2 1 0 1 0 2 0 4 0 2 1 0 1 2 2 2 0 1 1 1 1 0 0 2 2 1 1 1 0 0 0 2 0
"tariff" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 2 0 0 0 0 0 0 0 3 2 4 0 0 13 1 0 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"devis" 1 0 0 0 1 0 0 0 0 0 0 0 0 2 3 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"benefit" 1 0 0 0 1 0 0 0 1 1 0 0 2 2 3 0 1 2 1 0 0 0 1 2 3 3 2 2 0 0 4 0 0 1 0 1 0 0 0 0 6 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0
"frontier" 0 0 1 0 1 0 0 1 2 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"navig" 0 0 1 0 0 0 0 2 1 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"mere" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 1 0 4 4 0 0 0 4 0 0 0 0 3 0 1 5 3 0 0 3 2 4 2 1 0 0 2 1 2 0 0 2 1 0 0 1 0 0 0 0 0 1 1 1 0
"prevail" 0 0 0 1 1 0 0 0 1 1 0 0 2 0 3 0 1 0 1 0 0 0 0 1 1 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 3 0
"minor" 0 0 0 1 1 0 0 0 0 0 0 1 0 2 3 0 0 0 8 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
"seek" 0 0 0 1 0 0 0 0 1 0 1 0 2 1 3 1 1 2 2 2 0 1 1 1 2 3 2 1 1 1 0 4 0 8 5 2 3 2 0 0 0 3 12 2 5 3 2 1 1 3 1 0 0 1 1 5 0 2 1 0
"acquiesc" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 3 0 0 0 3 0 1 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"contract" 0 0 0 0 1 0 0 0 0 0 0 0 0 1 3 0 0 0 3 0 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"extinguish" 0 0 0 0 1 0 0 0 0 1 1 0 0 1 3 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"famili" 0 0 0 0 1 0 1 1 0 0 0 0 0 2 3 0 0 2 0 0 0 0 0 2 1 0 0 0 1 0 0 0 1 0 0 0 1 2 0 0 1 1 1 0 2 0 0 1 1 3 0 3 3 1 1 1 1 3 1 3
"discret" 0 0 0 0 1 0 0 0 0 0 0 0 1 1 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"inform" 0 0 1 1 0 1 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"posit" 0 0 1 1 0 0 1 0 2 0 0 0 2 3 1 2 6 1 1 0 1 1 0 1 1 0 2 0 0 0 4 0 0 0 5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"bestow" 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 2 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0
"navi" 0 0 0 0 0 0 0 2 1 1 1 1 0 2 0 2 1 2 0 0 0 2 0 0 0 1 0 1 0 0 7 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"emin" 0 0 0 0 0 0 0 2 2 2 0 0 0 0 1 2 2 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"judici" 0 0 0 0 0 0 0 0 1 0 0 0 1 1 2 2 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"vest" 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"consent" 1 0 0 0 0 0 0 0 0 0 0 0 0 3 1 1 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"distinct" 1 0 0 0 0 0 0 0 2 0 0 0 1 3 2 1 0 0 0 0 0 0 2 0 1 1 0 0 0 0 1 0 1 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"refer" 1 0 0 0 0 0 0 0 0 0 0 0 2 4 0 1 1 1 1 0 0 0 2 1 0 0 2 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"indispens" 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0
"assist" 0 0 1 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 3 2 1 0 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"father" 0 0 0 0 2 0 0 0 1 0 0 0 1 1 1 1 6 3 0 0 0 0 0 3 1 1 1 1 2 1 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 1 3 0 0 1 1 4 1 0 1 0
"hard" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 1 1 1 1 0 1 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 2 3 1 0 0 1 3 2 0 1 0
"comprehens" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"legitim" 0 0 1 0 0 0 0 0 0 1 0 0 1 2 2 0 3 2 0 0 0 0 3 0 0 0 1 0 0 0 3 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"wealth" 0 0 1 0 0 0 0 0 0 0 0 0 2 2 0 0 3 0 0 1 0 0 0 0 0 4 0 0 0 2 0 1 0 1 0 1 1 2 1 0 0 2 1 0 1 2 0 0 1 0 0 0 1 0 1 2 0 4 0 3
"mankind" 0 0 1 1 0 0 0 0 0 0 0 1 2 0 1 0 3 0 0 0 0 0 0 1 0 0 0 2 1 1 0 0 3 4 2 1 1 1 0 0 4 1 3 2 1 3 0 0 0 1 0 0 0 0 1 0 0 0 0 1
"weak" 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 1 0 3 1 0 0 2 0 1 0 0 0 0 0 0 0 0 1 1 1 4 0 3 1 4 0 0 0 0 0 1 1 1 0 0 0 0
"agit" 0 0 0 1 0 0 0 1 0 0 0 0 2 1 1 0 3 4 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"prove" 0 0 0 1 1 0 1 0 0 2 0 0 2 1 1 0 3 2 0 0 0 0 1 0 0 0 0 1 0 1 1 0 1 4 0 0 1 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"obvious" 0 0 0 0 1 0 0 0 3 1 0 0 2 1 0 0 3 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"furnish" 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 1 3 1 1 0 0 0 0 1 0 0 2 0 1 0 4 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"counsel" 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 3 0 0 0 1 0 1 0 0 0 1 0 0 0 0 3 6 1 3 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"jurisdict" 0 0 0 0 0 1 0 0 0 0 0 0 0 2 2 0 3 0 0 0 0 0 0 4 0 1 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"rememb" 0 0 0 0 0 1 0 0 0 0 0 0 1 0 2 0 3 0 0 0 1 0 0 2 0 0 2 1 0 0 0 2 0 0 1 0 0 0 0 2 0 1 0 2 1 0 2 2 0 2 4 0 1 0 1 2 1 2 1 1
"capac" 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 1 3 1 0 0 2 0 0 0 0 1 0 0 2 0 0 0 0 1 0 2 0 1 1 0 1 1 0 0 0 0 0 0 3 0 0 0 0 0 0 1 2 0 0 0
"almost" 0 0 0 0 0 0 0 1 2 0 0 1 0 1 2 0 3 1 0 0 0 1 1 0 1 0 0 1 0 0 0 0 0 0 2 0 0 0 1 0 2 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0
"effici" 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 1 3 1 0 0 0 0 1 0 0 4 1 1 0 0 1 3 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"field" 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 3 0 0 0 0 0 0 2 0 4 1 1 0 0 0 0 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"gave" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 3 3
"appar" 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 3 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"star" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0 0 1 0 0 2
"compar" 1 0 0 0 0 0 0 0 1 0 0 0 1 2 1 0 2 3 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"evil" 0 0 0 0 0 0 0 0 1 1 0 0 1 2 1 0 1 5 2 0 0 0 1 2 0 4 1 0 1 0 1 3 0 1 0 2 1 2 1 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"except" 0 0 0 0 0 0 0 0 2 1 1 0 2 1 1 0 1 5 1 0 0 1 1 0 1 2 0 1 0 0 0 1 0 2 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 2
"slaveri" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 5 4 1 0 0 0 4 0 4 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1
"trade" 0 0 0 0 0 0 0 0 2 0 0 1 0 0 2 0 2 4 2 0 1 1 0 0 1 4 1 4 1 0 11 0 1 5 0 0 3 0 0 0 3 2 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1
"road" 0 0 0 1 1 0 0 1 0 2 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 4 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 2 1 1 0 0
"convinc" 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"calcul" 0 0 0 0 1 0 0 1 1 0 1 0 1 2 0 1 1 3 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"children" 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 2 3 0 0 0 0 0 3 0 0 0 0 0 3 0 3 0 0 0 1 0 1 0 1 0 0 0 0 2 0 1 0 5 0 4 3 6 4 0 3 3 2 6 2
"attempt" 0 0 0 0 0 1 1 0 1 0 0 1 2 4 1 1 0 3 3 0 0 0 1 0 0 2 0 1 0 0 2 0 1 1 2 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"interfer" 0 0 0 0 0 1 0 0 0 0 0 0 1 4 1 0 2 3 2 0 0 0 0 1 0 2 1 0 0 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"pacif" 0 0 0 0 0 0 0 1 1 1 0 0 0 0 2 0 1 3 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"materi" 0 0 0 0 0 0 0 2 0 0 0 0 1 0 1 0 0 3 1 0 1 0 2 2 0 1 0 0 0 1 0 1 0 5 0 0 2 2 1 0 3 3 2 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"appropri" 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 1 3 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"neither" 0 0 0 0 0 0 0 0 0 0 0 0 2 2 1 0 0 3 1 3 0 0 1 1 0 3 0 1 0 2 1 0 2 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0
"speedili" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 3 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"birth" 1 0 0 1 0 0 0 0 0 0 0 0 1 0 2 0 0 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 1 2 0 1 0 0
"endang" 1 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 1 2 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"leav" 1 0 0 1 0 0 0 1 0 0 0 0 2 3 1 0 2 2 0 0 0 1 0 2 0 1 0 1 3 1 1 1 0 1 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 1 3 0 0 0 0 1 0 1 0 0
"race" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 5 7 0 2 1 0 0 1 14 0 0 0 1 3 0 0 0 1 1 2 0 1 0 1 0 2 0 1 0 1 1 1 0 1 0 0 0 2
"amend" 0 0 0 0 1 0 0 0 0 0 0 0 0 3 0 0 0 0 7 0 1 0 1 1 1 1 0 1 0 0 11 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"slave" 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 7 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"enforc" 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 2 0 6 0 2 0 0 2 2 4 2 4 0 0 7 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1
"surrend" 0 0 0 0 0 1 1 0 0 0 0 0 0 3 0 0 0 0 5 0 0 0 1 2 2 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"hold" 0 0 0 0 0 1 0 2 0 1 0 0 0 2 0 1 1 0 5 0 0 1 0 0 1 3 2 0 0 0 2 1 0 4 5 2 0 2 0 0 2 6 0 1 0 0 0 1 0 1 0 1 0 1 0 0 1 0 0 0
"plain" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 1 5 0 0 0 0 0 1 1 2 1 0 0 1 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0
"claus" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"expressli" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"unanim" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"speak" 0 0 1 1 0 1 0 1 0 0 0 1 0 2 0 0 2 1 4 0 0 1 1 1 0 0 0 0 0 0 1 0 2 2 0 1 1 1 5 0 0 0 3 0 0 3 0 0 2 1 2 1 1 2 3 0 0 1 1 0
"say" 0 0 1 0 0 0 0 0 0 1 0 0 0 4 2 0 2 0 4 0 0 1 1 1 0 0 0 0 0 0 2 1 0 0 1 0 0 2 0 0 1 0 0 0 2 2 0 3 2 2 5 2 1 0 0 3 1 0 5 1
"fli" 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"legal" 0 0 0 1 1 0 0 0 0 0 0 0 1 1 1 0 1 0 4 0 0 0 1 1 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"written" 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1
"held" 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 4 0 0 1 1 0 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 0 0 0 0
"unless" 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 2 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 5 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0
"controversi" 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 4 0 0 0 1 3 0 0 0 0 0 0 3 0 0 1 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"frame" 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 1 4 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"deni" 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 4 0 0 0 0 2 0 2 0 0 0 0 0 0 0 1 2 0 1 3 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 1 0 1 0 0 1
"fugit" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"seced" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"go" 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 3 0 1 0 0 0 0 0 0 2 1 0 2 1 1 1 1 0 1 2 2 0 1 0 0 3 2 6 1 0 7 3 2 1 3 0 1 0 0 1 1 8
"reject" 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 3 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 2 0 1 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 1 1 0 1 0
"matter" 0 0 0 0 1 0 0 0 0 0 0 0 1 3 0 1 1 1 3 0 0 1 1 0 0 1 0 1 1 0 4 1 3 0 1 3 0 0 1 0 0 2 0 0 0 0 0 0 1 1 2 0 0 0 0 0 1 1 0 0
"follow" 0 0 0 0 1 0 1 1 1 1 0 1 1 0 1 0 0 1 3 0 2 0 3 1 0 0 2 1 2 0 1 0 0 1 3 3 1 1 1 0 1 0 0 0 1 0 0 0 0 1 0 0 1 2 0 0 1 2 1 0
"old" 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 3 0 0 1 0 0 0 0 0 2 1 1 1 1 0 4 9 2 4 3 2 1 1 0 1 1 7 1 4 1 0 3 6 2 4 2 0 3 0 2 0 1
"break" 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0
